ID	gamma	gamma.97.5	gamma.2.5	gamma.stderr	t.half	t.fit	p.fit	name
AT5G45700	1.296	1.181	1.411	0.054	0.535	23.783	1.7342e-14	AT5G45700
AT5G45710	0.37	0.257	0.482	0.053	1.875	6.917	2.4893e-06	HSFA4C
AT5G45750	0.205	0.167	0.242	0.018	3.387	11.543	1.8174e-09	RABA1C
AT5G45760	0.174	0.13	0.217	0.021	3.987	8.421	1.8031e-07	AT5G45760
AT5G45790	1.507	1.05	1.964	0.217	0.46	6.957	2.3132e-06	AT5G45790
AT5G45800	0.454	0.235	0.674	0.104	1.525	4.367	0.00042015	MEE62
AT5G45900	0.281	0.223	0.338	0.027	2.471	10.221	1.1234e-08	ATG7
AT5G45930	0.597	0.448	0.746	0.071	1.161	8.447	1.7274e-07	CHLI2
AT5G46020	0.036	0.024	0.049	0.006	19.062	6.243	8.925e-06	AT5G46020
AT5G46030	0.089	0.068	0.11	0.01	7.783	8.992	7.1783e-08	AT5G46030
AT5G46070	0.282	0.236	0.328	0.022	2.458	12.998	2.938e-10	AT5G46070
AT5G46110	0.027	0.016	0.038	0.005	25.771	5.123	8.4751e-05	TPT
AT5G46150	0.05	0.032	0.069	0.009	13.777	5.83	2.0072e-05	ALIS2
AT5G46160	0.06	0.047	0.074	0.006	11.479	9.517	3.1814e-08	HLP
AT5G46180	0.217	0.17	0.265	0.023	3.193	9.64	2.6419e-08	DELTA-OAT
AT5G46190	0.105	0.076	0.134	0.014	6.588	7.588	7.4384e-07	AT5G46190
AT5G46210	0.096	0.074	0.117	0.01	7.25	9.411	3.7413e-08	CUL4
AT5G46250	0.035	0.025	0.046	0.005	19.577	6.947	2.3587e-06	LARP6A
AT5G46270	1.809	1.08	2.537	0.345	0.383	5.239	6.6695e-05	AT5G46270
AT5G46280	0.309	0.234	0.385	0.036	2.24	8.634	1.2727e-07	MCM3
AT5G46290	0.243	0.172	0.313	0.033	2.857	7.261	1.3313e-06	KAS1
AT5G46330	1.089	0.804	1.375	0.135	0.636	8.059	3.2994e-07	FLS2
AT5G46340	0.275	0.198	0.351	0.036	2.523	7.587	7.4522e-07	AT5G46340
AT5G46390	0.173	0.113	0.233	0.028	3.998	6.107	1.1613e-05	CTPA1
AT5G46400	0.109	0.067	0.15	0.02	6.38	5.479	4.0714e-05	AT-PRP39-2
AT5G46410	0.097	0.064	0.13	0.016	7.152	6.21	9.5106e-06	SSP4
AT5G46420	0.098	0.072	0.123	0.012	7.078	8.117	2.9925e-07	AT5G46420
AT5G46450	0.91	0.637	1.183	0.13	0.762	7.025	2.0441e-06	AT5G46450
AT5G46460	0.212	0.14	0.285	0.034	3.268	6.166	1.0357e-05	PCMP-H49
AT5G46520	0.262	0.18	0.345	0.039	2.641	6.73	3.5254e-06	VICTR
AT5G46550	0.626	0.473	0.779	0.073	1.107	8.635	1.27e-07	GTE12
AT5G46560	0.298	0.194	0.403	0.049	2.325	6.026	1.3633e-05	AT5G46560
AT5G46580	0.573	0.44	0.706	0.063	1.209	9.102	6.0345e-08	AT5G46580
AT5G46620	0.17	0.125	0.216	0.022	4.073	7.913	4.2372e-07	AT5G46620
AT5G46630	0.086	0.066	0.107	0.01	8.018	8.851	8.9713e-08	AP2M
AT5G46640	0.124	0.095	0.154	0.014	5.57	8.863	8.8078e-08	AHL8
AT5G46680	0.396	0.297	0.495	0.047	1.751	8.406	1.8485e-07	AT5G46680
AT5G46700	0.15	0.106	0.193	0.021	4.623	7.279	1.2886e-06	TRN2
AT5G46710	0.507	0.413	0.602	0.045	1.366	11.311	2.4716e-09	AT5G46710
AT5G46740	1.068	0.939	1.196	0.061	0.649	17.553	2.4956e-12	UBP21
AT5G46750	0.282	0.205	0.359	0.036	2.46	7.728	5.8275e-07	AGD9
AT5G46760	0.251	0.191	0.312	0.029	2.756	8.745	1.0631e-07	MYC3
AT5G46780	0.409	0.313	0.505	0.045	1.695	9.03	6.7548e-08	AT5G46780
AT5G46800	0.15	0.101	0.199	0.023	4.608	6.467	5.7922e-06	BOU
AT5G46840	0.189	0.142	0.235	0.022	3.677	8.486	1.6206e-07	AT5G46840
AT5G46850	0.189	0.133	0.244	0.026	3.673	7.171	1.5644e-06	AT5G46850
AT5G46860	0.11	0.076	0.145	0.016	6.292	6.722	3.5817e-06	SYP22
AT5G46910	0.085	0.059	0.11	0.012	8.192	6.999	2.1417e-06	AT5G46910
AT5G46920	0.288	0.186	0.39	0.048	2.405	5.95	1.5817e-05	AT5G46920
AT5G47010	0.105	0.085	0.125	0.01	6.611	10.879	4.4429e-09	UPF1
AT5G47020	0.156	0.12	0.193	0.017	4.436	8.971	7.4213e-08	AT5G47020
AT5G47030	0.041	0.026	0.057	0.007	16.71	5.694	2.6383e-05	AT5G47030
AT5G47040	0.112	0.075	0.15	0.018	6.172	6.322	7.6484e-06	LON2
AT5G47050	0.193	0.055	0.332	0.066	3.589	2.943	0.0090992	AT5G47050
AT5G47060	1.365	1.164	1.566	0.095	0.508	14.327	6.3971e-11	AT5G47060
AT5G47070	0.134	0.04	0.228	0.044	5.162	3.035	0.0078809	AT5G47070
AT5G47080	0.143	0.108	0.178	0.017	4.858	8.555	1.4481e-07	CKB1
AT5G47090	0.394	0.274	0.515	0.057	1.757	6.894	2.5977e-06	AT5G47090
AT5G47100	0.188	0.13	0.246	0.028	3.687	6.82	2.9792e-06	CBL9
AT5G47110	0.063	0.044	0.081	0.009	11.086	7.081	1.8447e-06	LIL3:2
AT5G47120	0.04	0.026	0.054	0.007	17.45	6.006	1.4182e-05	BI-1
AT5G47170	0.11	0.074	0.146	0.017	6.31	6.398	6.6116e-06	AT5G47170
AT5G47180	0.171	0.129	0.213	0.02	4.061	8.549	1.4623e-07	PVA21
AT5G47190	0.096	0.068	0.125	0.013	7.199	7.197	1.4929e-06	AT5G47190
AT5G47200	0.047	0.033	0.062	0.007	14.622	6.793	3.1326e-06	RABD2B
AT5G47210	0.135	0.094	0.176	0.019	5.125	6.944	2.3716e-06	AT5G47210
AT5G47220	0.834	0.73	0.938	0.049	0.831	16.973	4.291e-12	ERF2
AT5G47230	1.311	1.04	1.581	0.128	0.529	10.228	1.1108e-08	ERF5
AT5G47250	0.364	0.291	0.438	0.035	1.902	10.417	8.4835e-09	AT5G47250
AT5G47260	0.259	0.182	0.335	0.036	2.681	7.126	1.6988e-06	AT5G47260
AT5G47310	0.073	0.052	0.094	0.01	9.51	7.342	1.1511e-06	AT5G47310
AT5G47320	0.124	0.087	0.161	0.018	5.595	6.992	2.1718e-06	RPS19
AT5G47360	0.333	0.253	0.413	0.038	2.08	8.779	1.0065e-07	AT5G47360
AT5G47370	1.115	0.999	1.23	0.055	0.622	20.308	2.3302e-13	HAT2
AT5G47390	0.046	0.031	0.061	0.007	15.106	6.616	4.3691e-06	AT5G47390
AT5G47400	0.374	0.292	0.456	0.039	1.853	9.641	2.6405e-08	AT5G47400
AT5G47410	0.395	0.336	0.455	0.028	1.754	14.043	8.7759e-11	AT5G47410
AT5G47420	0.757	0.561	0.952	0.093	0.916	8.157	2.7991e-07	AT5G47420
AT5G47430	0.218	0.162	0.273	0.026	3.184	8.254	2.379e-07	AT5G47430
AT5G47435	0.039	0.029	0.049	0.005	17.727	8.202	2.5947e-07	PURU1
AT5G47455	0.128	0.095	0.161	0.016	5.409	8.245	2.4159e-07	AT5G47455
AT5G47460	0.194	0.118	0.269	0.036	3.579	5.421	4.582e-05	PCMP-E103
AT5G47480	0.346	0.254	0.439	0.044	2.003	7.898	4.3425e-07	MAG5
AT5G47500	0.109	0.08	0.138	0.014	6.341	7.983	3.7568e-07	PME68
AT5G47520	0.265	0.188	0.341	0.036	2.62	7.266	1.319e-06	RABA5A
AT5G47540	0.309	0.23	0.389	0.038	2.241	8.229	2.48e-07	AT5G47540
AT5G47550	0.11	0.069	0.151	0.019	6.3	5.723	2.4878e-05	CYS5
AT5G47560	0.186	0.142	0.23	0.021	3.718	8.948	7.6937e-08	TDT
AT5G47570	0.032	0.02	0.044	0.006	21.743	5.463	4.2065e-05	AT5G47570
AT5G47580	1.054	0.751	1.356	0.143	0.658	7.354	1.1257e-06	AT5G47580
AT5G47600	0.05	0.032	0.069	0.009	13.804	5.768	2.274e-05	HSP14.7
AT5G47620	0.094	0.065	0.122	0.013	7.406	6.963	2.2898e-06	AT5G47620
AT5G47630	0.094	0.071	0.117	0.011	7.388	8.587	1.3736e-07	MTACP2
AT5G47650	0.222	0.162	0.283	0.029	3.116	7.77	5.4205e-07	NUDT2
AT5G47680	0.15	0.115	0.184	0.016	4.635	9.187	5.2898e-08	TRM10
AT5G47690	0.097	0.055	0.138	0.02	7.172	4.948	0.00012215	AT5G47690
AT5G47700	0.044	0.033	0.055	0.005	15.816	8.172	2.7282e-07	RPP1C
AT5G47710	0.109	0.079	0.138	0.014	6.378	7.739	5.7125e-07	AT5G47710
AT5G47730	0.214	0.153	0.274	0.029	3.244	7.461	9.3067e-07	AT5G47730
AT5G47760	0.068	0.054	0.081	0.006	10.235	10.487	7.6798e-09	PGLP2
AT5G47770	0.057	0.039	0.076	0.009	12.126	6.483	5.6263e-06	FPS1
AT5G47780	0.251	0.184	0.318	0.032	2.761	7.925	4.1487e-07	GAUT4
AT5G47790	0.157	0.107	0.207	0.024	4.409	6.633	4.2281e-06	AT5G47790
AT5G47800	0.362	0.217	0.507	0.069	1.915	5.254	6.459e-05	AT5G47800
AT5G47810	0.365	0.246	0.485	0.057	1.898	6.438	6.1279e-06	PFK2
AT5G47820	0.161	0.134	0.187	0.013	4.318	12.673	4.3467e-10	FRA1
AT5G47830	0.078	0.053	0.102	0.012	8.898	6.707	3.6836e-06	AT5G47830
AT5G47840	0.067	0.048	0.086	0.009	10.337	7.363	1.1076e-06	AMK2
AT5G47870	0.13	0.096	0.165	0.016	5.318	8.033	3.4483e-07	AT5G47870
AT5G47880	0.125	0.097	0.152	0.013	5.567	9.639	2.6478e-08	ERF1-1
AT5G47890	0.033	0.017	0.05	0.008	20.737	4.339	0.00044573	AT5G47890
AT5G47910	0.197	0.114	0.279	0.039	3.525	5.014	0.00010653	RBOHD
AT5G47930	0.069	0.046	0.091	0.011	10.106	6.386	6.7655e-06	RPS27D
AT5G47940	0.654	0.476	0.831	0.084	1.061	7.786	5.2691e-07	AT5G47940
AT5G47950	0.212	0.149	0.275	0.03	3.271	7.123	1.7088e-06	AT5G47950
AT5G47960	0.13	0.1	0.161	0.015	5.316	8.976	7.3588e-08	RABA4C
AT5G47970	0.344	0.254	0.434	0.042	2.015	8.096	3.1016e-07	AT5G47970
AT5G48020	0.173	0.12	0.227	0.025	4	6.869	2.7213e-06	AT5G48020
AT5G48030	0.083	0.061	0.104	0.01	8.372	8.184	2.6724e-07	GFA2
AT5G48070	0.023	0.011	0.036	0.006	29.573	3.955	0.0010221	XTH20
AT5G48090	0.125	0.074	0.176	0.024	5.537	5.176	7.5992e-05	ELP1
AT5G48120	0.194	0.156	0.233	0.018	3.571	10.661	6e-09	AT5G48120
AT5G48150	0.36	0.274	0.445	0.041	1.926	8.886	8.4942e-08	PAT1
AT5G48180	0.111	0.081	0.14	0.014	6.27	7.787	5.2564e-07	NSP5
AT5G48220	0.255	0.195	0.316	0.029	2.713	8.858	8.8746e-08	AT5G48220
AT5G48230	0.073	0.05	0.095	0.011	9.557	6.727	3.5459e-06	AAT1
AT5G48240	0.576	0.442	0.709	0.063	1.204	9.108	5.978e-08	AT5G48240
AT5G48250	0.377	0.289	0.465	0.042	1.838	9.075	6.3e-08	COL10
AT5G48250	0.208	0.124	0.291	0.04	3.338	5.249	6.5308e-05	COL10
AT5G48300	0.075	0.054	0.096	0.01	9.247	7.587	7.4476e-07	APS1
AT5G48310	0.121	0.097	0.146	0.012	5.712	10.48	7.7527e-09	AT5G48310
AT5G48330	0.149	0.108	0.191	0.019	4.637	7.667	6.4782e-07	AT5G48330
AT5G48340	0.333	0.229	0.437	0.049	2.081	6.773	3.2572e-06	AT5G48340
AT5G48370	0.09	0.067	0.114	0.011	7.678	8.081	3.1814e-07	AT5G48370
AT5G48380	0.239	0.17	0.307	0.032	2.904	7.347	1.1414e-06	BIR1
AT5G48390	0.264	0.12	0.409	0.068	2.622	3.867	0.0012368	ZIP4
AT5G48400	0.213	0.116	0.309	0.046	3.261	4.626	0.00024148	GLR1.2
AT5G48410	0.632	0.482	0.782	0.071	1.097	8.871	8.694e-08	GLR1.3
AT5G48450	0.562	0.405	0.72	0.074	1.232	7.553	7.9193e-07	sks3
AT5G48460	0.148	0.102	0.194	0.022	4.691	6.748	3.4127e-06	FIM2
AT5G48470	0.098	0.063	0.132	0.016	7.104	5.988	1.4694e-05	AT5G48470
AT5G48480	0.206	0.166	0.246	0.019	3.366	10.926	4.1645e-09	AT5G48480
AT5G48520	0.099	0.068	0.131	0.015	6.969	6.686	3.8306e-06	AT5G48520
AT5G48560	0.42	0.234	0.606	0.088	1.65	4.765	0.00017981	BHLH78
AT5G48570	0.04	0.003	0.076	0.017	17.516	2.275	0.036989	FKBP65
AT5G48580	0.08	0.058	0.101	0.01	8.699	7.893	4.3845e-07	FKBP15-2
AT5G48590	0.536	0.456	0.616	0.038	1.293	14.087	8.3525e-11	AT5G48590
AT5G48600	0.104	0.079	0.129	0.012	6.64	8.788	9.9314e-08	SMC4
AT5G48610	0.226	0.122	0.33	0.049	3.066	4.583	0.00026448	AT5G48610
AT5G48630	0.467	0.314	0.619	0.072	1.486	6.455	5.9371e-06	CYCC1-2
AT5G48640	0.362	0.279	0.445	0.039	1.917	9.194	5.2273e-08	CYCC1-1
AT5G48650	0.065	0.041	0.088	0.011	10.684	5.799	2.1386e-05	AT5G48650
AT5G48655	0.337	0.263	0.412	0.035	2.056	9.543	3.0579e-08	AT5G48655
AT5G48720	0.254	0.18	0.328	0.035	2.733	7.237	1.3888e-06	XRI1
AT5G48730	1.061	0.768	1.355	0.139	0.653	7.624	6.9868e-07	AT5G48730
AT5G48760	0.135	0.103	0.166	0.015	5.15	9.042	6.6294e-08	RPL13AD
AT5G48790	0.075	0.041	0.108	0.016	9.283	4.695	0.0002083	AT5G48790
AT5G48800	0.696	0.559	0.833	0.065	0.996	10.701	5.6855e-09	AT5G48800
AT5G48810	0.05	0.039	0.061	0.005	13.896	9.451	3.517e-08	CYTB5-D
AT5G48820	0.536	0.419	0.653	0.055	1.293	9.658	2.5714e-08	KRP3
AT5G48830	0.383	0.299	0.467	0.04	1.811	9.641	2.6371e-08	AT5G48830
AT5G48840	0.594	0.414	0.773	0.085	1.167	6.976	2.2338e-06	PANC
AT5G48870	0.064	0.046	0.081	0.008	10.866	7.696	6.1625e-07	LSM5
AT5G48910	0.341	0.225	0.458	0.055	2.03	6.178	1.0114e-05	PCMP-H38
AT5G48930	0.311	0.216	0.406	0.045	2.228	6.879	2.6721e-06	HST
AT5G48940	0.097	0.052	0.142	0.021	7.171	4.541	0.00028947	RCH1
AT5G48950	0.069	0.044	0.094	0.012	10.022	5.913	1.7024e-05	DHNAT2
AT5G48960	0.112	0.077	0.147	0.017	6.196	6.704	3.7031e-06	AT5G48960
AT5G48970	0.609	0.47	0.748	0.066	1.138	9.232	4.93e-08	AT5G48970
AT5G48990	0.455	0.32	0.59	0.064	1.524	7.094	1.8011e-06	AT5G48990
AT5G49000	0.339	0.259	0.42	0.038	2.042	8.915	8.1054e-08	AT5G49000
AT5G49010	0.076	0.06	0.091	0.007	9.156	10.117	1.3e-08	SLD5
AT5G49020	0.146	0.117	0.176	0.014	4.742	10.439	8.2174e-09	PRMT14
AT5G49030	0.188	0.141	0.235	0.022	3.68	8.466	1.6746e-07	OVA2
AT5G49060	0.364	0.255	0.473	0.052	1.905	7.043	1.9768e-06	ATJ49
AT5G49110	0.218	0.173	0.262	0.021	3.186	10.353	9.2885e-09	AT5G49110
AT5G49120	0.604	0.376	0.832	0.108	1.148	5.587	3.2713e-05	AT5G49120
AT5G49160	0.206	0.166	0.246	0.019	3.364	10.789	5e-09	DMT1
AT5G49210	0.177	0.136	0.219	0.02	3.91	9.061	6.4406e-08	AT5G49210
AT5G49220	0.39	0.305	0.475	0.04	1.776	9.705	2.4e-08	AT5G49220
AT5G49230	0.163	0.122	0.204	0.02	4.248	8.366	1.9757e-07	DI19-7
AT5G49250	0.088	0.028	0.147	0.028	7.921	3.12	0.0062335	AT5G49250
AT5G49270	0.155	0.107	0.203	0.023	4.475	6.774	3.2491e-06	COBL9
AT5G49280	0.303	0.177	0.43	0.06	2.284	5.078	9.3126e-05	AT5G49280
AT5G49310	0.26	0.102	0.417	0.075	2.67	3.47	0.0029256	IMPA5
AT5G49320	2.052	1.769	2.335	0.134	0.338	15.299	2.262e-11	AT5G49320
AT5G49360	0.128	0.032	0.224	0.045	5.406	2.838	0.011877	BXL1
AT5G49390	0.373	0.262	0.485	0.053	1.856	7.05	1.9519e-06	AT5G49390
AT5G49400	0.362	0.259	0.466	0.049	1.913	7.385	1.065e-06	AT5G49400
AT5G49410	0.193	0.119	0.267	0.035	3.593	5.509	3.8314e-05	AT5G49410
AT5G49430	0.768	0.468	1.069	0.143	0.902	5.389	4.8978e-05	AT5G49430
AT5G49450	0.173	0.01	0.336	0.077	4.014	2.246	0.039208	BZIP1
AT5G49460	0.081	0.059	0.103	0.01	8.61	7.721	5.9031e-07	ACLB-2
AT5G49470	0.275	0.211	0.34	0.03	2.517	9.051	6.5348e-08	AT5G49470
AT5G49480	0.65	0.52	0.781	0.062	1.066	10.494	7.6065e-09	ATCP1
AT5G49510	0.102	0.067	0.137	0.017	6.77	6.178	1.0125e-05	PFD3
AT5G49520	0.219	0.078	0.36	0.066	3.167	3.297	0.0045507	WRKY48
AT5G49530	0.649	0.496	0.802	0.072	1.068	8.963	7.5095e-08	AT5G49530
AT5G49540	0.088	0.07	0.107	0.009	7.871	10.017	1.5103e-08	AT5G49540
AT5G49550	0.357	0.285	0.43	0.034	1.941	10.384	8.8863e-09	BLOS2
AT5G49555	0.059	0.04	0.077	0.009	11.792	6.727	3.5451e-06	AT5G49555
AT5G49560	0.239	0.183	0.295	0.027	2.901	8.943	7.7574e-08	AT5G49560
AT5G49570	0.107	0.081	0.132	0.012	6.503	8.776	1.012e-07	PNG1
AT5G49580	0.288	0.182	0.394	0.05	2.409	5.721	2.4998e-05	AT5G49580
AT5G49610	0.335	0.214	0.456	0.057	2.069	5.832	2.0012e-05	AT5G49610
AT5G49620	1.324	0.92	1.728	0.191	0.524	6.912	2.5139e-06	MYB78
AT5G49630	0.103	0.069	0.137	0.016	6.722	6.461	5.86e-06	AAP6
AT5G49650	0.064	0.049	0.079	0.007	10.829	8.897	8.3472e-08	XK-2
AT5G49680	0.285	0.215	0.355	0.033	2.431	8.58	1.39e-07	KIP
AT5G49690	0.257	0.175	0.338	0.039	2.7	6.663	3.9993e-06	UGT91C1
AT5G49700	0.455	0.295	0.615	0.076	1.523	6.015	1.3918e-05	AHL17
AT5G49710	0.06	0.044	0.077	0.008	11.463	7.862	4.6232e-07	AT5G49710
AT5G49720	0.067	0.046	0.088	0.01	10.323	6.674	3.9175e-06	KOR
AT5G49760	0.362	0.256	0.468	0.05	1.913	7.207	1.4666e-06	AT5G49760
AT5G49810	0.113	0.093	0.132	0.009	6.149	12.136	8.4626e-10	MMT1
AT5G49820	0.321	0.24	0.402	0.038	2.161	8.338	2.07e-07	RUS6
AT5G49830	0.126	0.089	0.162	0.017	5.507	7.28	1.2868e-06	EXO84B
AT5G49840	0.13	0.086	0.173	0.02	5.345	6.334	7.4814e-06	AT5G49840
AT5G49880	0.077	0.059	0.095	0.008	9.042	9.043	6.6272e-08	MAD1
AT5G49890	0.142	0.088	0.196	0.026	4.881	5.509	3.8339e-05	CLC-C
AT5G49900	0.121	0.087	0.155	0.016	5.739	7.549	7.9663e-07	AT5G49900
AT5G49910	0.475	0.36	0.591	0.055	1.458	8.664	1.2119e-07	HSP70-7
AT5G49930	0.477	0.374	0.581	0.049	1.452	9.724	2.3316e-08	emb1441
AT5G49940	0.083	0.064	0.101	0.009	8.369	9.389	3.8668e-08	NIFU2
AT5G49945	0.182	0.141	0.223	0.02	3.808	9.312	4.3572e-08	AT5G49945
AT5G49950	0.32	0.244	0.396	0.036	2.166	8.855	8.9177e-08	AT5G49950
AT5G49970	0.066	0.046	0.087	0.01	10.434	6.977	2.2318e-06	PPOX1
AT5G49980	0.382	0.275	0.488	0.05	1.816	7.559	7.8232e-07	AFB5
AT5G49990	0.066	0.025	0.108	0.02	10.43	3.371	0.0036303	NAT5
AT5G50000	0.177	0.12	0.234	0.027	3.909	6.579	4.6862e-06	AT5G50000
AT5G50020	0.398	0.297	0.499	0.048	1.741	8.318	2.1386e-07	PAT09
AT5G50100	0.142	0.089	0.194	0.025	4.891	5.707	2.5682e-05	AT5G50100
AT5G50110	0.075	0.06	0.09	0.007	9.228	10.618	6.3802e-09	AT5G50110
AT5G50120	0.248	0.141	0.356	0.051	2.79	4.861	0.00014659	AT5G50120
AT5G50130	0.312	0.252	0.372	0.028	2.221	10.962	4e-09	AT5G50130
AT5G50160	1.146	0.974	1.319	0.082	0.605	14.018	9.0233e-11	FRO8
AT5G50170	0.848	0.707	0.99	0.067	0.817	12.661	4.4135e-10	AT5G50170
AT5G50210	0.109	0.08	0.139	0.014	6.334	7.882	4.4689e-07	QS
AT5G50230	0.146	0.111	0.182	0.017	4.733	8.616	1.31e-07	AT5G50230
AT5G50240	0.174	0.116	0.232	0.027	3.976	6.357	7.1633e-06	PIMT2
AT5G50250	0.262	0.186	0.339	0.036	2.641	7.226	1.4177e-06	CP31B
AT5G50280	0.261	0.174	0.348	0.041	2.656	6.316	7.7448e-06	EMB1006
AT5G50310	0.791	0.561	1.02	0.109	0.876	7.272	1.3044e-06	AT5G50310
AT5G50315	0.445	0.343	0.546	0.048	1.559	9.264	4.6913e-08	AT5G50315
AT5G50320	0.119	0.088	0.15	0.015	5.824	8.144	2.8627e-07	HAG3
AT5G50330	0.443	0.327	0.56	0.055	1.564	8.035	3.4411e-07	AT5G50330
AT5G50340	0.178	0.118	0.238	0.029	3.893	6.217	9.3793e-06	AT5G50340
AT5G50350	0.311	0.245	0.377	0.031	2.228	9.902	1.7883e-08	AT5G50350
AT5G50370	0.19	0.124	0.257	0.032	3.64	6.003	1.4253e-05	ADK2
AT5G50375	0.061	0.04	0.083	0.01	11.282	6.153	1.063e-05	CPI1
AT5G50380	0.193	0.152	0.234	0.019	3.585	9.98	1.5937e-08	ATEXO70F1
AT5G50390	1.17	0.901	1.438	0.127	0.593	9.194	5.2283e-08	PCMP-H58
AT5G50400	0.208	0.146	0.27	0.029	3.326	7.102	1.7733e-06	PAP27
AT5G50410	0.32	0.238	0.402	0.039	2.164	8.245	2.415e-07	AT5G50410
AT5G50420	0.427	0.341	0.513	0.041	1.624	10.468	7.8885e-09	AT5G50420
AT5G50440	0.419	0.267	0.571	0.072	1.654	5.823	2.0365e-05	MEMB12
AT5G50450	0.172	0.039	0.304	0.063	4.04	2.737	0.014633	AT5G50450
AT5G50460	0.116	0.079	0.153	0.018	5.976	6.547	4.9777e-06	SEC61G2
AT5G50720	0.033	0.022	0.045	0.005	20.705	6.346	7.3117e-06	HVA22E
AT5G50760	0.487	0.405	0.57	0.039	1.422	12.451	5.7077e-10	AT5G50760
AT5G50780	0.54	0.387	0.693	0.072	1.284	7.453	9.44e-07	AT5G50780
AT5G50790	0.037	0.02	0.055	0.008	18.547	4.417	0.00037718	SWEET10
AT5G50810	0.045	0.033	0.056	0.005	15.514	8.194	2.6313e-07	TIM8
AT5G50840	0.33	0.242	0.419	0.042	2.099	7.899	4.338e-07	AT5G50840
AT5G50850	0.072	0.054	0.091	0.009	9.592	8.29	2.2418e-07	PDH2
AT5G50860	1.046	0.781	1.311	0.126	0.663	8.325	2.1124e-07	AT5G50860
AT5G50870	0.076	0.06	0.091	0.007	9.164	10.426	8.3703e-09	UBC27
AT5G50890	0.637	0.517	0.758	0.057	1.088	11.145	3.0901e-09	AT5G50890
AT5G50900	0.202	0.157	0.247	0.021	3.428	9.513	3.2e-08	AT5G50900
AT5G50920	0.109	0.085	0.133	0.011	6.359	9.479	3.3739e-08	CLPC1
AT5G50930	0.077	0.055	0.099	0.01	9	7.507	8.5806e-07	AT5G50930
AT5G50960	0.148	0.105	0.19	0.02	4.688	7.362	1.1096e-06	NBP35
AT5G50990	0.832	0.618	1.046	0.101	0.833	8.208	2.57e-07	PCMP-H59
AT5G51010	0.208	0.151	0.265	0.027	3.334	7.744	5.6658e-07	AT5G51010
AT5G51020	0.143	0.101	0.184	0.02	4.855	7.282	1.2814e-06	CRL
AT5G51040	0.04	0.016	0.064	0.011	17.354	3.531	0.0025645	SDHAF2
AT5G51050	0.246	0.197	0.294	0.023	2.822	10.753	5.2879e-09	AT5G51050
AT5G51070	0.145	0.098	0.191	0.022	4.796	6.611	4.4119e-06	CLPD
AT5G51100	0.146	0.112	0.18	0.016	4.748	8.975	7.3718e-08	FSD2
AT5G51110	0.146	0.113	0.179	0.016	4.749	9.222	5.0066e-08	AT5G51110
AT5G51120	0.172	0.128	0.216	0.021	4.032	8.169	2.7446e-07	PABN1
AT5G51130	0.541	0.4	0.682	0.067	1.281	8.092	3.1236e-07	AT5G51130
AT5G51140	0.104	0.069	0.139	0.017	6.642	6.286	8.212e-06	AT5G51140
AT5G51160	0.25	0.144	0.355	0.05	2.775	4.989	0.00011224	AT5G51160
AT5G51170	0.127	0.095	0.158	0.015	5.472	8.445	1.7344e-07	AT5G51170
AT5G51180	0.367	0.274	0.46	0.044	1.891	8.311	2.1625e-07	AT5G51180
AT5G51190	0.437	0.342	0.531	0.045	1.587	9.728	2.3143e-08	ERF105
AT5G51200	0.144	0.113	0.175	0.015	4.81	9.852	1.9245e-08	NUP205
AT5G51210	0.123	0.06	0.186	0.03	5.64	4.12	0.00071468	OL3
AT5G51220	0.066	0.024	0.108	0.02	10.498	3.292	0.0043015	AT5G51220
AT5G51230	0.17	0.13	0.211	0.019	4.073	8.876	8.6282e-08	EMF2
AT5G51260	0.403	0.327	0.478	0.036	1.721	11.24	2.7176e-09	AT5G51260
AT5G51280	0.238	0.179	0.297	0.028	2.915	8.528	1.5136e-07	RH35
AT5G51290	0.125	0.074	0.175	0.024	5.564	5.163	7.7974e-05	CERK
AT5G51300	0.122	0.083	0.162	0.019	5.665	6.551	4.9444e-06	AT5G51300
AT5G51340	0.358	0.257	0.459	0.048	1.937	7.452	9.4607e-07	AT5G51340
AT5G51350	0.388	0.273	0.503	0.054	1.786	7.124	1.7057e-06	AT5G51350
AT5G51390	0.096	0.051	0.141	0.021	7.23	4.5	0.00031565	AT5G51390
AT5G51400	0.07	0.052	0.088	0.008	9.909	8.398	1.8714e-07	GENE1000
AT5G51410	0.443	0.344	0.543	0.047	1.563	9.404	3.7795e-08	AT5G51410
AT5G51430	0.118	0.089	0.146	0.014	5.893	8.701	1.142e-07	EYE
AT5G51440	0.118	0.013	0.224	0.05	5.853	2.374	0.030449	HSP23.5
AT5G51460	0.712	0.502	0.922	0.1	0.974	7.151	1.6233e-06	TPPA
AT5G51480	0.061	0.041	0.082	0.01	11.289	6.277	8.3539e-06	SKS2
AT5G51510	0.102	0.068	0.135	0.016	6.82	6.356	7.1706e-06	AT5G51510
AT5G51545	0.248	0.202	0.294	0.022	2.8	11.364	2.3028e-09	LPA2
AT5G51550	0.178	0.135	0.221	0.02	3.897	8.73	1.09e-07	EXL3
AT5G51560	0.165	0.134	0.196	0.015	4.202	11.161	3e-09	AT5G51560
AT5G51570	0.102	0.075	0.129	0.013	6.796	7.944	4.0167e-07	HIR4
AT5G51590	0.255	0.203	0.307	0.025	2.717	10.359	9.2101e-09	AHL4
AT5G51600	0.202	0.169	0.235	0.016	3.425	12.966	3.0512e-10	MAP65-3
